english_source|lambani_target|lambani_predicted|kannada_sentence
a small purse which is filled with a rupee coinpanbetelnut and rice grains .|ಪೀಸಾ ಕಡಾಯಿ ಪಾನ ಅನ ಚಾವಳೆತಿ ಭರಮಲ ಜೋಣ ಏಕ ನಾಣಕ್ಯ ಪೊಡ್ಯಾ|ಏಕ ನಾಣಕ್ಯಾಸೋ ಪರ್ಸ್ ಅನ ಚಾವಳೇತಿ ಭರಚ|ರೂಪಾಯಿಯ ನಾಣ್ಯ , ಬಾಣಲೆ , ವೀಳ್ಯದೆಲೆ ಮತ್ತು ಅಕ್ಕಿ ಕಾಳುಗಳಿಂದ ತುಂಬಿದ ಸಣ್ಣ ಚೀಲ .
the king reported this to his two queens who said that they admire veedhi laxmi .|ರಾಜಾ ಯೆರ ಬಗ್ಗೆ ವೋರ ದೊಯೀ ರಾಣಿನುನ ಕೆ ವೊ ವೀಧಿ ಲಕ್ಷ್ಮಿ ಪಸಂದ್ ಚ ಕೇನ ಕಿ|ರಾಜಾ ವೋರ ದೀ ರಾಣಿ ನ ಪ್ರಶಂಸಾ ಕಿದೆ ಕೇನ ಕೆ|ರಾಜನು ಇದನ್ನು ತನ್ನ ಇಬ್ಬರು ರಾಣಿಯರಿಗೆ ತಿಳಿಸಿದನು ಅವರು ವೀಧಿ ಲಕ್ಷ್ಮಿಯನ್ನು ಮೆಚ್ಚುತ್ತಾರೆ ಎಂದು ಹೇಳಿದರು .
veer haridasala a young boy of sixteen years was herding thecows in the forest|ಸೋಳಹ ವರ್ಸೆರ ಛೋರಾ ಹರಿದಾಸಲ ಜಂಗಲೆಮ ಗಾವಡಿ ಚರಾರೋತೋ|ವೀರ ಹರಿದಾಸಲ ಜಂಗಲೆಮ ಸಾಳಹ ರೀ ಜಕೋಣ ಛೋರಾನ ಜಂಗಲೇಮಾಯೀ ಭಾಂದರೊತೊ|ವೀರ ಹರಿದಾಸಲ ಹದಿನಾರು ವರ್ಷದ ಬಾಲಕ ಕಾಡಿನಲ್ಲಿ ಹಸುಗಳನ್ನು ಮೇಯಿಸುತ್ತಿದ್ದ
he told the king that after twelve years the two children will be separated from their father .|ವು ರಾಜಾನ ದೊಯೀ ಛಿಜ್ಯಾಪರ ಬಾಪೇತಿ ದೂರ ವೇಜಾವಚ ಕೇನ ಕೆ|ವು ರಾಜಾನ ಬಾರಾಹ ವರ್ಸೆರ ಪಚ ದೊಯೀ ಛಿಜ್ಯಾಪರ ಬಾಪೇತಿ ದೂರ ವೇಜಾವಚ ಕೇನ ಕೆ|ಹನ್ನೆರಡು ವರ್ಷಗಳ ನಂತರ ಇಬ್ಬರು ಮಕ್ಕಳು ತಮ್ಮ ತಂದೆಯಿಂದ ಬೇರ್ಪಡುತ್ತಾರೆ ಎಂದು ಅವರು ರಾಜನಿಗೆ ತಿಳಿಸಿದರು .
the milk from the breasts of the two queens dropped in the mouth of the princes .|ದೊಯೀ ರಾಣೀನೂರ ಸ್ಥನೇರ ದೂಧ್ ರಾಜಕುಮಾರೇನೂರ ಮುಂಡೇಮ ಪಡೋ|ದೊಯೀ ರಾಣಿನೋ ರಾಜಕುಮಾರೇನುನ ಮನವಿ ಕಿದಿ|ಇಬ್ಬರು ರಾಣಿಯರ ಎದೆಯಿಂದ ಹಾಲು ರಾಜಕುಮಾರರ ಬಾಯಿಗೆ ಇಳಿಯಿತು .
the younger brother of the deceased husband is considered the most eligible to marry his brothers widow .|ಮೋಟೆ ಭಾಯೀರ್ ಬಾಯಿಗೋಳೆಣ ದೇವರ ವಾಯಾ ಕರ್ಸಕಚ ಕೆನ್ ಕೆಮ್ಲೇಚ.|ಮರಮಲೋ ಜೋಣ ನಾನ್ಕಯ ಭಾಯಿ ನ ವೋರ ಭಾಯೀನ ಅವಕಾಶ ಮಳಿ|ಮೃತ ಗಂಡನ ಕಿರಿಯ ಸಹೋದರನು ತನ್ನ ಸಹೋದರರ ವಿಧವೆ ಮದುವೆಯಾಗಲು ಹೆಚ್ಚು ಅರ್ಹತೆ ಎಂದು ಪರಿಗಣಿಸಲಾಗಿದೆ .
proverbs are noted for their imaginationexperiencemetaphors and rhythm .|ಕಹಾವತೆನೂರ ವೂನೂರ್ ಕಲ್ಪನೆ ಅನುಭವ ರೂಪಕ ಅನ ಲಯ ತಿ ನಾಮ ಚ|ಕಹಾವತೇನುನ ಬುದ್ಧಿರ ಪ್ರದರ್ಶನೇರ ವಾಸ ಅನ ಲಯರ ವಿಚಾರ ಕರಚ|ಗಾದೆಗಳು ತಮ್ಮ ಕಲ್ಪನೆ , ಅನುಭವ , ರೂಪಕಗಳು ಮತ್ತು ಲಯಕ್ಕೆ ಹೆಸರುವಾಸಿಯಾಗಿದೆ .
the two princes sanga and neela were growing up under the protection of a washerman .|ದೊಯೀ ರಾಜಕುಮಾರ ಸಂಗಾ ಅನ ನೀಲ ಏಕ ಧೋಬಿರ ಕನ ಮೋಟೆ ವೇರೆತೆ|ದೀ ರಾಜಕುಮಾರಿ ಸಂಗಾ ಅನ ನೀಲ ಧೋಬಲೆಮ ಮೋಟೆ ವೇರೆತೆ|ಇಬ್ಬರು ರಾಜಕುಮಾರರಾದ ಸಂಗ ಮತ್ತು ನೀಲಾ ಒಬ್ಬ ತೊಳೆಯುವವನ ರಕ್ಷಣೆಯಲ್ಲಿ ಬೆಳೆಯುತ್ತಿದ್ದರು .
he sought their blessings and started for kamalagadon his horse hansalo .|ವೂನೂರ ಆಶೀರ್ವಾದ ಮಾಂಗೋ ಅನ ವೋರ ಘೋಡಾ ಹನ್ಸಲೋ ಕಮಲಗದೊನ್ ಗೆ|ವು ವೂನೂರ ಆಶೀರ್ವಾದ ಮಾಂಗೋ ಅನ ಘೊಡೆಪರ ಸವಾರ ವೇ|ಅವರು ತಮ್ಮ ಆಶೀರ್ವಾದಗಳನ್ನು ಬಯಸಿದರು ಮತ್ತು ಕಮಲಗಾಡನ್ ಅವರ ಕುದುರೆ ಹನ್ಸಾಲೋಗೆ ಪ್ರಾರಂಭಿಸಿದರು .
the father or the brother of the girl takes her to their house or village during the seventh month .|ಛೋರೀರ ಬಾಪ ನೀತರ್ ಭಾಯಿ ಛೋರಿನ ಸಾತನೆ ಮೀನಾ ರ ಜನಾ ವೂನೂರ್ ಘರೇನ್ ಬಲಾ ಲೇಜಾವಚ|ಛೋರೀರ್ ಭಾಯಿ ನಿತರ ಸಾತನೆ ಮೀನಾರ್ ಲಗಾ ಯಾ ಗೋಳಾವಚ|ಹುಡುಗಿಯ ತಂದೆ ಅಥವಾ ಸಹೋದರ ಅವಳನ್ನು ಏಳನೇ ತಿಂಗಳಲ್ಲಿ ತಮ್ಮ ಮನೆಗೆ ಅಥವಾ ಹಳ್ಳಿಗೆ ಕರೆದೊಯ್ಯುತ್ತಾರೆ .
the madli is a sweet dish made by mixing wheatpowder and jaggery .|ಮಾದ್ಲಿ ಘಂವುರ ಆಟೋ ಅನ ಗೋಳ್ ಭೇಳನ ಕರ ಜೋಣ ಏಕ್ ಮಿಟೋ ಖಾಣೊ ಚ|ಮಸಾಲೆ ಯಂದುನ ರುಬ್ಬಾ ಅನ ಚಳೆರ ಮಿಟೋ ಅನ್ನ ಸವಾರಚ|ಮಡ್ಲಿಯು ಗೋಧಿ ಪುಡಿ ಮತ್ತು ಬೆಲ್ಲವನ್ನು ಬೆರೆಸಿ ತಯಾರಿಸುವ ಸಿಹಿ ಖಾದ್ಯವಾಗಿದೆ .
the miracles and spiritual powers of his great character throw floodlight upon his greatness .|ವೊರ ಮಹಾನ್ ಚರಿತ್ರೆರ ಚಮತ್ಕಾರ ಅನ ಆಧ್ಯಾತ್ಮಿಕ ಶಕ್ತಿನೂ ವೊರ ಮಹಾನತಾ ರ ಬಗ್ಗೆ ದಕಾಳಚ|ಪವಾಡ ಆಧ್ಯಾತ್ಮಿಕ ಶಕ್ತಿ ಓರ್ ಮಹಾನ್ ಪಾತ್ರರ ಶಕ್ತಿ ತಿ ಪ್ರದರ್ಶನ ಕರೆತೆ.|ಅವನ ಮಹಾನ್ ಪಾತ್ರದ ಪವಾಡಗಳು ಮತ್ತು ಆಧ್ಯಾತ್ಮಿಕ ಶಕ್ತಿಗಳು ಅವನ ಶ್ರೇಷ್ಠತೆಯ ಮೇಲೆ ಬೆಳಕು ಚೆಲ್ಲುತ್ತವೆ .
a washerman promised and he arrested her with black magic and offered to motisangraj .|ಏಕ ಧೋಬಿ ವೊನ ಭರೋಸಾ ದಿನೋ ಅನ ವೊನ ಮಾಟ ಮಂತ್ರ ತಿ ಪಕಡನ ಮೋತಿಸಂಗರಾಜೇನ ದಿನೋ|ಏಕ ಧೋಬಿ ಮಾಟ ಮಂತ್ರ ತಿ ಪಕಡನ ಮೋತಿಸಂಗರಾಜೇನ ದಿನೋ|ಒಬ್ಬ ತೊಳೆಯುವವನು ಭರವಸೆ ನೀಡಿದನು ಮತ್ತು ಅವನು ಅವಳನ್ನು ಮಾಟಮಂತ್ರದಿಂದ ಬಂಧಿಸಿದನು ಮತ್ತು ಮೋತಿಸಂಗರಾಜ್‌ಗೆ ಅರ್ಪಿಸಿದನು .
a shephard was giving a bread daily to a ghost hidden nearby the temple .|ದೇವೆರ ಗುಡಿ ರ ಕನ್ನ ಜಪಮಲೋ ಜೆ ಭೂತೇನ ಧನಗರ ದಾಡ್ಡಿ ಬಾಟಿ ದೆತೊತೊ|ಏಕ ಮಿಂಡಿರ ಡಾರ ಕನ್ನ ದಾಡ್ಡಿ ಬಾಟಿ ದಿನೋ|ಒಬ್ಬ ಕುರುಬನು ದೇವಾಲಯದ ಹತ್ತಿರ ಅಡಗಿರುವ ಭೂತಕ್ಕೆ ಪ್ರತಿದಿನ ರೊಟ್ಟಿಯನ್ನು ನೀಡುತ್ತಿದ್ದನು .
one day this fox saw the tiger and it began to sharpen its knife .|ಏಕ ದಾಡ ಈ ಲೋಮಡಿ ಏಕ ಬಾಘ ದೀಟೋ ಅನ ವೋರ ಚಾಕು ಅಳಾಯೆಲಗೋ|ಏಕ್ ದಾಡ ಲೋಮಾಡಿ ಬಾಘೆನ ದಿಟಿ ಅನ ಚಾಕು ಅಳಾಯೆಲಗಿ|ಒಂದು ದಿನ ಈ ನರಿಯು ಹುಲಿಯನ್ನು ಕಂಡಿತು ಮತ್ತು ಅದು ತನ್ನ ಚಾಕುವನ್ನು ಹರಿತಗೊಳಿಸಲಾರಂಭಿಸಿತು .
arrayed in lines they go down on their haunches kicking their feet out .|ಸಾಲೆಮ ಜಾತೇ ಕುದತೆ ವೂನೂರ ಹತಳಿಪರ ಹುಬರಚ|ವೊ ಅಂದುರ ಟಾಂಗೆ ಪರ ವೂನೂನ ಭಾರ ಜಾರೇಚ|ಸಾಲುಗಳಲ್ಲಿ ಜೋಡಿಸಲ್ಪಟ್ಟಿರುವ ಅವರು ತಮ್ಮ ಪಾದಗಳನ್ನು ಒದೆಯುತ್ತಾ ತಮ್ಮ ಕೈಗಳ ಮೇಲೆ ಇಳಿಯುತ್ತಾರೆ .
the romantic tales have important place in the complex folk tales of folk literature .|ಜಾನಪದ ಸಾಹಿತ್ಯರ ಜಟಿಲ ಸಾಕಿನುಮ ರೋಮ್ಯಾಂಟಿಕ್ ಸಾಕಿನುನ ಜಾಸ್ತ್ ಮಹತ್ವ ಚ|ಜಾನಪದ ಸಾಹಿತ್ಯರ ಪ್ರಕಾರೇನುಮ ಕಹಾವತೆರ ಮಹತ್ವಪೂರ್ಣ ಸ್ಥಾನ ಚ|ಜಾನಪದ ಸಾಹಿತ್ಯದ ಸಂಕೀರ್ಣ ಜಾನಪದ ಕಥೆಗಳಲ್ಲಿ ಪ್ರಣಯ ಕಥೆಗಳಿಗೆ ಪ್ರಮುಖ ಸ್ಥಾನವಿದೆ .
this hut has a white flag atop it and no one is allowed to sleep in it .|ಈ ಝುಪಡಾ ಮಾಯಿ ಧೊಳೋ ಝೇಂಡಾ ಛ ಓಮಾಯಿ ಸೊಯೆನ್ ಕೇನಿ ಅನುಮತಿ ಛೆಯೀ.|ಈ ಝುನೋ ಧೊಳೋ ಝೇಂಡಾ ಛ.|ಈ ಗುಡಿಸಲು ಬಿಳಿ ಧ್ವಜವನ್ನು ಹೊಂದಿದೆ ಮತ್ತು ಅದರಲ್ಲಿ ಮಲಗಲು ಯಾರೂ ಅನುಮತಿಸುವುದಿಲ್ಲ .
noticing their interest in cattle the former nizams government had introduced same welfare schemes .|ಜಾನ್ವರೇನುಮ ವೂನೂರ್ ರುಚಿ ದೇಕನ ನಿಜಾಮ ಸರಕಾರ ಸಮಾನ ಕಲ್ಯಾಣಕಾರಿ ಯೋಜನಾ ಶುರು ಕಿದೇತೆ|ಲಾರೇರ ದಾಡ ನಿಜಾಮ ಸರಕಾರ ವೂನೂರ್ ಕಲ್ಯಾಣ ಉಪಾಯ ಶುರು ಕಿದೆ|ದನಗಳ ಮೇಲಿನ ಅವರ ಆಸಕ್ತಿಯನ್ನು ಗಮನಿಸಿ ಹಿಂದಿನ ನಿಜಾಮರ ಸರ್ಕಾರವು ಅದೇ ಕಲ್ಯಾಣ ಯೋಜನೆಗಳನ್ನು ಜಾರಿಗೆ ತಂದಿತು .
they pray for the speedy recovery of health and strength of the newely delivered woman .|ವೊ ಪೆಹಲೆರ್ ಸಲಾ ಜಣಮಲ ಜೆ ಬಾಯಿರ ಸ್ವಾಸ್ಥ್ಯ ಅನ ಶಕ್ತಿ ಜಲ್ದಿ ಸ್ವಸ್ಥ ವೇದ ಕೇನ ಪ್ರಾರ್ಥನೆ ಕರಚ|ವೊ ನೇಕ ಆರೋಗ್ಯ ರ ಶಕ್ತಿ ಅನ ಶಕ್ತಿಶಾಲಿ ರೂಪೇಮ ಪ್ರಾರ್ಥನಾ ಕರಚ|ಹೊಸದಾಗಿ ಹೆರಿಗೆಯಾದ ಮಹಿಳೆಯ ಆರೋಗ್ಯ ಮತ್ತು ಶಕ್ತಿಯ ಶೀಘ್ರ ಚೇತರಿಕೆಗಾಗಿ ಅವರು ಪ್ರಾರ್ಥಿಸುತ್ತಾರೆ .
the dead prince will be revived if his childs blood is smeared on his body|ಮರಮಲೋ ಜೋಣ ರಾಜಕುಮಾರೆರ ಶರೀರೆಪರ ವೋರ ಬೇಟಾ ರ ಲೋಯಿ ಛಣಕೆ ಕತೋ ವು ಪುನರ್ ಜಿವೀತ ವಚ|ಮರಮಲೋ ಜೋಣ ರಾಜಕುಮಾರೆರ ಶರೀರೆಪರ ವೋರ ಬೇಟಾ ರ ಲೋಯಿ ಛಣಕೆ ಕತೋ ವು ಪುನರ್ ಜಿವೀತ ವಚ|ತನ್ನ ಮಗುವಿನ ರಕ್ತವನ್ನು ತನ್ನ ದೇಹದಲ್ಲಿ ಹೊಡೆದರೆ ಸತ್ತ ರಾಜಕುಮಾರನನ್ನು ಪುನರುಜ್ಜೀವನಗೊಳಿಸಲಾಗುತ್ತದೆ .
the bridegroom stayed for about two months in his father-in-laws house .|ಯೆತಡು ದೀ ಮೀನಾ ಸಸರೆರ ಘರೇಮ ರೇ|ನವಲೆರಿ ವೋರ ಸಾಸುನ ದಿ ಮೀನಾರ್ ಲಗಾ ರೇ ಮಾಯಿ ವೆತ್ತೆ.|ವರನು ತನ್ನ ಮಾವ ಮನೆಯಲ್ಲಿ ಸುಮಾರು ಎರಡು ತಿಂಗಳ ಕಾಲ ಇದ್ದನು .
the prince will die on the first honeymoon night by a snake bite .|ರಾಜಕುಮಾರ ಪೆಹಲೆರ ಹನಿಮೂನೇರ ರಾತ ಸಾಪ ಕಾಟನ ಮರಜಾವಚ|ರಾಜಕುಮಾರ ಜನಾವಜಾಯೆರ ಪೆಹಲೆರ ಕೋಳ ತಿ ಮರಚ|ರಾಜಕುಮಾರ ಮೊದಲ ಮಧುಚಂದ್ರದ ರಾತ್ರಿ ಹಾವು ಕಡಿತದಿಂದ ಸಾಯುತ್ತಾನೆ .
a good number of stories belonging to the class jokes and anecdotes are present .|ಘಣ ತಮಾಸೇರ ಅನ ಉಪಾಖ್ಯಾನ ಸಂಬಂಧಿತ ಸಾಕಿನೊ ಚ|ಜಾನಪದ ಸಾಕಿನುಮ ತಮಾಸೇರ ಅನ ಉಪಾಖ್ಯಾನ ಘಣಿ ಸಾಕಿನೊ ಚ|ವರ್ಗದ ಹಾಸ್ಯಗಳು ಮತ್ತು ಉಪಾಖ್ಯಾನಗಳಿಗೆ ಸೇರಿದ ಉತ್ತಮ ಸಂಖ್ಯೆಯ ಕಥೆಗಳು ಪ್ರಸ್ತುತವಾಗಿವೆ .
the song is accompanied with the playing of sarangi or striking of bronze plates .|ಏ ಗೀದೆ ಸಾರಂಗಿ ವಜಾತೆ ನಿತರ ಥಾಳಿ ವಜಾತೆ ಗೀದಗಾವಚ|ಈ ಗೀದ ಸಾಟಾ ರ ಅನ ಚಾಂದಿ ರಮ್ಮ ಚ|ಈ ಹಾಡು ಸಾರಂಗಿ ನುಡಿಸುವಿಕೆ ಅಥವಾ ಕಂಚಿನ ಫಲಕಗಳನ್ನು ಹೊಡೆಯುವುದರೊಂದಿಗೆ ಇರುತ್ತದೆ .
by having completed second step you are bosom pearl-like daughter to your parents .|ದೀನೇ ಚರಣ ಪೂರಾ ಕಿದಿ ಕತೋ ತು ಮಾ ಬಾಪೇರ ಮೋತಿ ಸರಿಕ್ ಬೇಟಿ|ತೀಸರಾ ಚರಣ ಪೂರಾ ಕಿದಿ ಕತೋ ತು ತಾರ ಮಾ ಬಾಪೇರ್ ನಾಯಿ ಬೇಟಿ ಚಿ|ಎರಡನೇ ಹಂತವನ್ನು ಪೂರ್ಣಗೊಳಿಸುವ ಮೂಲಕ ನೀವು ನಿಮ್ಮ ಹೆತ್ತವರಿಗೆ ಮುತ್ತಿನಂತಹ ಮಗಳು .
the themes of the tales of magic are about powerful opponents super human .|ಜಾದೂರ ಸಾಕಿನೊ ಶಕ್ತಿಶಾಲಿ ವಿರೋಧಿನೂರ ಸೂಪರ್ ಮಾನವತಾರ ಬಗ್ಗೆ ಚ|ಜಾದೂರ ಸಾಕಿನೊ ಶಕ್ತಿಶಾಲಿ ವಿರೋಧಿನೂರ ಬಗ್ಗೆ ಚ|ಮ್ಯಾಜಿಕ್ನ ಕಥೆಗಳ ವಿಷಯಗಳು ಶಕ್ತಿಯುತ ಎದುರಾಳಿಗಳ ಸೂಪರ್ ಮಾನವ .
holding sticks in their hands the women encircle the tub to protect it .|ಬಾಯಿಗೋಳೇ ಹಾತೆಮ ಲಕಡಿ ಲೇನ ಟಬೇರ ರಕ್ಷಾ ಕೆರೆರ ವಾಸ ವೊನ ಘೇರ ಲಚ|ಬಾಯಿಗೋಳೇ ವೂನೂರ ಹಾತೆಮ ಪಕಡೇರ ವಾಸ ಟಲಿಮ ಮೇಲಚ|ಕೈಯಲ್ಲಿ ಕೋಲುಗಳನ್ನು ಹಿಡಿದುಕೊಂಡು ಮಹಿಳೆಯರು ತೊಟ್ಟಿಯ ರಕ್ಷಣೆಗಾಗಿ ಅದನ್ನು ಸುತ್ತುತ್ತಾರೆ .
the riddles are introduced with a view to remove the boredom here and there .|ಅತ ವತ ಬ್ಯಾಸರ ನ ವೇಣು ಕೇನ ಪೆಹೆಲಿಯಾ ರ ಪರಿಚಯ ಕರಮಲೆಚ|ಬ್ಯಾಸರ ನ ವೇಣು ಕೇನ ಪಹೇಲಿ ಕಚ|ಇಲ್ಲಿ ಮತ್ತು ಅಲ್ಲಿ ಬೇಸರವನ್ನು ತೆಗೆದುಹಾಕುವ ದೃಷ್ಟಿಯಿಂದ ಒಗಟುಗಳು ಪರಿಚಯಿಸಲ್ಪಟ್ಟಿವೆ .
a giantess who was guarding the forts of the city thrashed purna .|ಗಾಮೇರ ರಖವಾಲಿ ಕರರೋ ಜೋಣ ಏಕ ರಾಕ್ಷಸ ಪೂರ್ಣಾನ ಪಿಟೊ|ಗಾಮೇರ್ ಕೋಟೆ ಲೋಗ ಪೂರ್ಣಾ ನ ಫೆಕ್ರೋತೋ|ನಗರದ ಕೋಟೆಗಳನ್ನು ಕಾವಲು ಕಾಯುತ್ತಿದ್ದ ಒಬ್ಬ ದೈತ್ಯ ಪೂರ್ಣನನ್ನು ಥಳಿಸಿದನು
king chandan went to the palace where he was garlanded by the elephant .|ರಾಜಾ ಚಂದನ್ ವೊ ಮಹಲೆಮ ಗೋ ಜತ ವೊನ ಹಾಥಿ ಮಾಲಾ ಘಾಲಿ ತಿ|ರಾಜಾ ಚಂದನ ವೊನ ಮಹಲೇನ ಗೆ|ರಾಜ ಚಂದನ್ ಅರಮನೆಗೆ ಹೋದನು , ಅಲ್ಲಿ ಅವನು ಆನೆಯಿಂದ ಹಾರವನ್ನು ಹಾಕಿದನು .
i have thrown the severed neck of the lamb in the bathroom .|ಮ ಮಿಂಡಿರ ಪಿಲ್ಲಾರ ಕಾಟಮಲೆ ಜೋಣ ನಡ್ದಿನ ಬಾತ್ರೂಮೆಮ ಫೇಕಮಲೋಚು|ಮ ಬಾತ್ರೂಮೆಮ ಮಿಂಡಿರ ಪಿಲ್ಲಾರ ಮುಚು.|ಕುರಿಮರಿಯ ಕತ್ತರಿಸಿದ ಕತ್ತನ್ನು ಸ್ನಾನದ ಕೋಣೆಯಲ್ಲಿ ಎಸೆದಿದ್ದೇನೆ .
a fight was going on between these two forest dweller tribes for their survival .|ಏ ದೊಯೀ ವನವಾಸಿ ಜಾತಿನುಮ ವೂನೂರ ಅಸ್ತಿತ್ವೇರ ವಾಸ ಲಡಾಯಿ ಚಾಲರಿತಿ|ಏ ದೀ ಜಂಗಲೇರ ನಡು ಮಾರ್ಪೀಟ ವೇಗಿ|ಈ ಎರಡು ಅರಣ್ಯವಾಸಿ ಬುಡಕಟ್ಟುಗಳ ನಡುವೆ ತಮ್ಮ ಉಳಿವಿಗಾಗಿ ಹೋರಾಟ ನಡೆಯುತ್ತಿತ್ತು .
both were rulers in the northern parts of india during ghori mohammeds period .|ದೊಯೀ ಮೊಹಮ್ಮದ ಘೋರಿರ ಕಾಲೆಮ ಭಾರತೇರ ಉತ್ತರ ಭಾಗೇನುಮ ಶಾಸಕ ವೆತ್ತೆ|ಘೋರಿ ಮೊಹಮ್ಮದ ಭಾರತೇರ ಉತ್ತರ ಭಾಗೇಮ ಶಾಸಕ ವೆತ್ತೆ|ಘೋರಿ ಮೊಹಮ್ಮದ್ ಅವಧಿಯಲ್ಲಿ ಭಾರತದ ಉತ್ತರ ಭಾಗಗಳಲ್ಲಿ ಇಬ್ಬರೂ ಆಡಳಿತಗಾರರಾಗಿದ್ದರು .
he left his city and went to live in the forest where he breathed his last .|ವು ಗಾಮ ಛೋಡನ ಜಂಗಲೆಮ ರೇನ ದರಗೊ ಅನ ವತ್ತಜ ಅಂತಿಮ ಸಾಸ್ ಛೋಡೋ|ವು ವೋರ ಗಾಮ ಛೋಡೋ ಅನ ವತ್ತಜ ಅಂತಿಮ ಸಾಸ್ ಛೋಡೋ|ಅವನು ತನ್ನ ನಗರವನ್ನು ತೊರೆದು ಕಾಡಿನಲ್ಲಿ ವಾಸಿಸಲು ಹೋದನು , ಅಲ್ಲಿ ಅವನು ಕೊನೆಯುಸಿರೆಳೆದನು .
the people who come to see the folk plays enacted at night in the villages .|ಹಳ್ಳಿನುಮ ರಾತವಣಾ ಕರಜೋಣ ಜಾನಪದ ನಾಟಕನೋ ದೇಕೇನ ಆವಜೊಣ ಲೋಗ್|ಜಾನಪದ ಸಾಕಿನುಮ ರಾತ ರಮ್ಮೆರ ವೆನಿ|ಹಳ್ಳಿಗಳಲ್ಲಿ ರಾತ್ರೋರಾತ್ರಿ ನಡೆಯುವ ಜನಪದ ನಾಟಕಗಳನ್ನು ನೋಡಲು ಬರುವ ಜನ .
the two epics ramayana and mahabharata have made an everlasting impact .|ದೊಯೀ ಮಹಾಕಾವ್ಯನೋ ರಾಮಾಯಣ ಅನ ಮಹಾಭಾರತೆರ ಶಾಶ್ವತ ಪ್ರಭಾವ ವೇಮಲಿಚ|ದೊಯೀ ಮಹಾಕಾವ್ಯ ರಾಮಾಯಣ ಅನ ಮಹಾಭಾರತ ಪ್ರಭಾವ ವೇಮಲಿಚ|ಎರಡು ಮಹಾಕಾವ್ಯಗಳಾದ ರಾಮಾಯಣ ಮತ್ತು ಮಹಾಭಾರತಗಳು ಶಾಶ್ವತವಾದ ಪ್ರಭಾವವನ್ನು ಬೀರಿವೆ .
i will be in carnating myself in eastern country after twelve generations .|ಮ ಬಾರಾಹ ಪಿಡಿನೂರ ಪಚ ಪೂರ್ವ ದೆಶೆ ಮ ದೇಹ ಧಾರಣ ಕರುಚು|ಮ ಬಾರಾಹ ಲೀಗೇರ ಪಚ ಪೂರ್ವ ದಿಕ್ಕೆಮ ನಿಕಳುಚು.|ನಾನು ಹನ್ನೆರಡು ತಲೆಮಾರುಗಳ ನಂತರ ಪೂರ್ವ ದೇಶದಲ್ಲಿ ಕಾರ್ನೇಟಿಂಗ್ ಮಾಡುತ್ತೇನೆ .
they made a number of narrative songs with thebackground of the epic incidents .|ವೊ ಮಹಾಕಾವ್ಯರ ಘಟನೇನೂರ ಆಧಾರೆರ ಪರ ಮಲಕೆರ್ ಗೀದ ರಚಮಲೆಚ|ವೊ ಮಹಾಕಾವ್ಯ ಘಟನೆಪರ ಘಣ ಕಥಾ ಗೀದೆ ಕರಚ|ಅವರು ಮಹಾಕಾವ್ಯದ ಘಟನೆಗಳ ಹಿನ್ನೆಲೆಯೊಂದಿಗೆ ಹಲವಾರು ನಿರೂಪಣಾ ಹಾಡುಗಳನ್ನು ಮಾಡಿದರು .
the bridegroom begs her relatives not to paste her with mehandi|ನವಲೆರಿ ವೋರ ರಿಸ್ತೇದಾರೆನುನ ಮೆಹೆಂದಿ ಲಗಾಡೋ ಮತ ಕೇನ ಭೀಕ ಮಾಂಗಚ|ನವಲೆರಿ ವೋರ ರಿಸ್ತೇದಾರೆನುನ ಕುಕು ಲಗಾಡೋ ಮತ ಕೇನ ಭೀಕ ಮಾಂಗಚ|ತನಗೆ ಮೆಹಂದಿ ಅಂಟಿಸಬೇಡಿ ಎಂದು ಮದುಮಗಳು ತನ್ನ ಸಂಬಂಧಿಕರನ್ನು ಬೇಡಿಕೊಂಡಿದ್ದಾನೆ
his love of humanity is found in his distribution of the food among his companions .|ಮಾನವತಾರ ವೊರ ಪ್ರೇಮ ವೊರ ಸಾಥಿನುನ ಖಾಣೊ ವಿತರಣ ಕರ ಜೇಮ್ ದಿಕಾವಚ|ವನೂರ್ ಸಹಚರೆರ್ ನಡು ಆಹಾರ ವಿತರಣೆ ಮಾಯಿ ಮಾನವೀಯತೆರ್ ಪ್ರೀತಿ ದಕವಾಚ.|ಅವನ ಸಹಚರರ ನಡುವೆ ಆಹಾರದ ವಿತರಣೆಯಲ್ಲಿ ಮಾನವೀಯತೆಯ ಪ್ರೀತಿಯು ಕಂಡುಬರುತ್ತದೆ .
such complex stories are found in folk tales of the different countries with some changes .|ಅಸ ಜಟಿಲ ಸಾಕಿನೊ ವಿಭಿನ್ನ ದೆಶೆನೂರ ಜಾನಪದ ಸಾಕಿನುಮ ದಸೆಕ ಬದಲಾವಣೆ ಮ ಮಳಚ|ಅಸ ಸಾಕಿನುನ ವಿಭಿನ್ನ ಪ್ರಕಾರೇರ ಸಾಕಿನೂರ ಬಗ್ಗೆ ದೇಕೇನ ಮಳಚ|ಅಂತಹ ಸಂಕೀರ್ಣ ಕಥೆಗಳು ಕೆಲವು ಬದಲಾವಣೆಗಳೊಂದಿಗೆ ವಿವಿಧ ದೇಶಗಳ ಜಾನಪದ ಕಥೆಗಳಲ್ಲಿ ಕಂಡುಬರುತ್ತವೆ .
