kannada_source|lambani_target|lambani_predicted
ಬೂತ್ ಅಡಿಯಲ್ಲಿ, ಒಂದು ಚದರ ಭಾಗವನ್ನು ತೆರವುಗೊಳಿಸಲಾಯಿತು ಮತ್ತು ಗೋವಿನ ಸಾಗಣೆಯಿಂದ ಸಾರಿಸಲಾಯಿತು .|ಬೂತೆರ್ ಹೆಟ್ ಏಕ್ ಚೌಕ ಭಾಗ ಸ್ವಚ್ಛ್ ಕರನ ಗೋಬರೇತಿ ಲಿಪೆ .|ಬೂತ್ ವಿಡಿಯೋ ಮಾಯಿ ಏಕ್ ಚಪ್ಪರೆರ್ ಭಾಗೇಮ ಸಾಠ ಭಾಗ ಕಿದೆ ಅನ ಗೋಬರ್ ಘಾಲೇತೆ .
ಹಲ್ಲುನೋವು, ಕೆಮ್ಮು, ಹೊಟ್ಟೆ ನೋವು ಇವುಗಳಿಗೆ ಸಾಮಾನ್ಯವಾಗಿ ಗಿಡಮೂಲಿಕೆ ಚಿಕಿತ್ಸೆ ನೀಡಲಾಗುತ್ತಿತ್ತು .|ದಾಂತ್ ದುಕಜೇನ, ಖಾಸಿ ಅನ ಪೇಟೆಮ್ ದುಕಜೇನ ಗಿಡಮೂಲಿಕೆತಿ ಇಲಾಜ್ ಕರಚ .|ದಾಂತ್ ವೋರ ದುಕೆರೊ, ಮುಟ್ಟೆರ ವಾಸ ಘಣ ದುಖೀಲಿಕಿತ್ಸೆ ದಚ .
ಬಾಹ್ಯ ಬಳಕೆಗೆ ಉದ್ದೇಶಿಸಲಾದ ಈ ಶೀತ ಮುಲಾಮುಗಳನ್ನು ಕೆಲವೊಮ್ಮೆ ಬೀಟಲ್ ಎಲೆಗಳೊಂದಿಗೆ ನುಂಗಲಾಗುತ್ತದೆ .|ಭಾರ್ ಲಗಾಡೆರ್ ವಾಸ್ ಛ ಜೋಣ ಯೇ ಶೀಳ ಬಾಮ್ ಏಕ್ ಏಕ್ ವಣಾ ಪಾನೇರ್ ಜೋಡಿ ಖಾವಚ .|ಭಾರ್ ಲಗಾಡೆರ್ ವಾಸ್ ಛ ಜೋಣ ಯೇ ಶೀಳ ಬಾಮ್ ಏಕ್ ಏಕ್ ವಣಾ ಪಾನ್ ಸಪಾರಿರ್ ಜೋಡಿ ಖಾವಚ .
ಜಾನಪದ ಕಥೆಗಳನ್ನು ಸ್ಟಿತ್ ಥಾಮ್ಸನ್ ಮಾದರಿಯ ಮಾದರಿಯ ಪ್ರಕಾರ ವರ್ಗೀಕರಿಸಲಾಗಿದೆ .|ಜಾನಪದ ಸಾಕಿನುನ ಸ್ಟಿತ್ ಥಾಮ್ಸನ್ ರ ಟೈಪ್ ಇಂಡೆಕ್ಸ್ ಮೊಡೇಲೆರ ನಾಯಿ ವರ್ಗಿಕೃತ ಕರಮಲೆಚ .|ಜಾನಪದ ಸಾಕಿನುನ ಸ್ಟಿತ್ ಸಮ್ಸನೇರ ಮಾದನೇರ ಪ್ರಕಾರ ವರ್ಗಿಕೃತ ಕರಮಲೆಚ .
ಇದು ಗ್ರಾಮೀಣ ವಾತಾವರಣದ ಹಿನ್ನೆಲೆಯಲ್ಲಿ ನ್ಯಾಯವನ್ನು ಪೂರೈಸುವ ಪ್ರಾಚೀನ ವ್ಯವಸ್ಥೆಯಾಗಿದೆ .|ಈ ಗ್ರಾಮೀಣ ವಾತಾವರಣೆಮ ನ್ಯಾಯ ದರಾಯೆರ ವ್ಯವಸ್ಥೆ ಚ .|ಈ ಹಳ್ಳಿರ ವಾತಾವರಣೆಮ ನ್ಯಾಯ ದ ಜೋಣ ವ್ಯವಸ್ಥೆ ಚ .
ಬುಡಕಟ್ಟು ಸಮುದಾಯವು ಒಟ್ಟು ಮಲೇರಿಯಾ ಪ್ರಕರಣಗಳಲ್ಲಿ ಇಪ್ಪತ್ತೈದು ಪ್ರತಿಶತದಷ್ಟು ಕೊಡುಗೆ ನೀಡುತ್ತದೆ .|ಸೇಜ್ ಮಲೇರಿಯಾ ಕೆಸೆನುಮ ಬುಡಕಟ್ಟು ಸಮುದಾಯೆವಾಳೆರ್ ಪಚ್ಚಿಸ್ ಪರಸೆಂಟ್ ರಚ .|ಬುಡಕಟ್ಟು ಸಮುದಾಯೆವಾಳ್ ಮಲಾರಿಯಾ ಕೆಸೆಮಾಯಿ ಪಚ್ಚಿಸ್ ಕೊಡುಗೆ ದಚ .
ಭಾರತ ಬ್ಯಾಡ್ಮಿಂಟನ್ ಮಿಶ್ರ ತಂಡ ಚಿನ್ನದ ಪದಕವನ್ನು ಮುಡಿಗೇರಿಸಿಕೊಂಡಿತು .|ಭಾರತೇರ್ ಬಡಮಂಟೈನ್ ತಂಡ ಸೋನೇರ್ ಪದಕ ಗೆದ್ದಿ ಛ .|ಭಾರತ್ ಬ್ಯಾಡ್ಮಿಂಟನ್ ತಂಡ ಸೋನೇರ ಪದಕ ಕಿದೆ .
ಪೆರಾಂಬುಲೆಂಟ್ ಜನರು ಎಂದು ವಿವರಿಸಲಾದ ಸಮುದಾಯವು ಭಾರತದ ವಾಯುವ್ಯದಿಂದ ಬಂದವರು .|ಸಮುದಾಯ ರ ಲೋಗ್ ಭಾರತೇರ್ ಉತ್ತರ ಪಶ್ಚಿಮೇತಿ ಛ .|ಪೆರಾಂಬುಂಟ್ ಛ ಕರನ್ ಸಮುದಾಯೆವಾಳ್ ಭಾರತೇರ್ ಸಮುದಾಯ ಮಾಯಿ ಆಮ್ಲೇಚ .
ಮಗು ಕುಳಿತುಕೊಳ್ಳಲು ಸಾಧ್ಯವಾಗುವವರೆಗೆ, ತಾಯಿ ಎಲ್ಲಿಗೆ ಹೋದರೂ ಮಗುವನ್ನು ತನ್ನೊಂದಿಗೆ ಕರೆದುಕೊಂಡು ಹೋಗುತ್ತಾಳೆ .|ಪಾಪು ಬೆಸೆರ್ ಸಿಕೆಲಗಾ ಮಾ ವೊನ್ ವು ಕತ್ತಿಬಿ ಜಾವ ತೋಬಿ ಲೇಜಾವಚ .|ಪಾಪು ಬೆಸೆನ್ ವಚ ಪಣ ಮಾ ಬಾಪ ಕತ್ ಬಲಾ ಲೇಜಾವಚ .
ಅರಣ್ಯಾಧಿಕಾರಿಗಳ ಗಮನಕ್ಕೆ ತಾರದೆ ತಮ್ಮ ಕಾರ್ಯಾಚರಣೆ ನಡೆಸಬೇಕಿದೆ .|ವೊ ಜಂಗಲೇರ್ ಅಧಿಕಾರಿನ ಮಾಲಮ್ ವೇನಿ ಜು ಕಾಮ್ ಕರಚ .|ಜಂಗಲೇನ ಬಗರ್ ಕಾಮ್ ಕರೆರ್ ಜರೂರತ್ ಚ .
ಹೀಗಾಗಿ ವ್ಯಕ್ತಿತ್ವಗಳ ಘರ್ಷಣೆ ಮಾತ್ರವಲ್ಲದೆ ವ್ಯವಸ್ಥೆಗಳ ಘರ್ಷಣೆ ಸಹ ಇದೆ .|ಜನಾಜ್ ಮಾಣಸೇರ್ ಲಡಾಯಿರ ಜೋಡಿ ವ್ಯವಸ್ಥೆರ ಲಡಾಯಿ ಭೀ ವಚ .|ಜೇರ್ಸಾರು ವ್ಯಕ್ಷಿನೂರ ಲಡಾಯಿ ಚಾಲೇರ್ ವ್ಯವಸ್ಥೆನೂರ ಲಡಾಯಿ ಭೀ ಛ .
ಹೆಂಗಸರು ನೃತ್ಯ ಹಾಡುತ್ತಾರೆ ಮತ್ತು ಪುರುಷರನ್ನು ತಮ್ಮ ಬೆತ್ತಗಳನ್ನು ಎಚ್ಚರಿಕೆಯಿಂದ ಗುರಿಯಿಟ್ಟು ಹೊಡೆಯುತ್ತಾರೆ .|ಬಾಯಿಗೋಳೇ ನಾಚಚ ಗಿದಗಾವಚ ಅನ ಮಾಟಿನುನ ವೂನೂರ ಲಕಡಿತಿ ಮಾರಚ .|ಬಾಯಿಗೋಳೆ ನಾಚೇನುನ ನಾಚಚ ಅನ ಮಾಟಿನುನ ವೂನೂರ್ ಗುರಿ ನ ಮಾರಚ .
ಹೆಂಗಸರು ವಿಶಿಷ್ಟವಾದ ಉಡುಪನ್ನು ಧರಿಸುತ್ತಾರೆ, ಅದು ಅವರ ತಲೆಯನ್ನು ಸಹ ಸುತ್ತುವರೆದಿರುತ್ತದೆ .|ಬಾಯಿಗೋಳೇ ಅಜೀಬ್ ಸೆಮಾನ್ ಪೇರಚ ವೊಮ ಮಾತೇಪೆರ್ ಭೀ ಢಾಕ್ ಮಲಚ .|ಬಾಯಿಗೋಳೆ ವೂನೂರ್ ಅಜೀಬ್ ಸೆಮಾನ್ ಪೇರಚ ವೂನುಪರ್ ಬಿ ವು ಸುತ್ತ ಫರಚ .
ಒಂದು ಗಂಟೆ ಅಥವಾ ಅರ್ಧ ಗಂಟೆಯ ಊಟದ ವಿರಾಮದೊಂದಿಗೆ ಸಂಜೆ ಐದು ಗಂಟೆಯವರೆಗೆ ಮುಂದುವರಿಯುತ್ತದೆ .|ಏಕ್ ತಾಸ್ ನಿಕಾಣಿ ಅರ್ಧಾ ತಾಸ್ ಬಾಟಿಖಾಯೆನ್ ಅರಾಮ್ ಕರನ ಸಾಂಜ್ ಪಾಂಚೇಲಗಾ ಚಾಲಚ .|ಏಕ್ ಘಂಟಿ ನಿಕಾಣಿ ಅರ್ಧಾ ತಾಸ್ ಖಾಣೊ ವಾತೇಲಗಾ ಪಾಂಚ್ ತಾಸ್ ಲಗಾ ಸಾಂಜ ಜಾವಚ .
ಮೇವಾ ಮತ್ತು ಮಾಂಡವಾ ಎಂಬ ಎರಡು ಎತ್ತುಗಳಿಂದ ಎಳೆಯಲು ಚರ್ಮದ ಪಟ್ಟಿಗಳಿಗೆ ಅದನ್ನು ಕಟ್ಟಲಾಗಿತ್ತು .|ದೀ ಬಳದನೋ ಮೇವಾ ಅನ ಮಂಡವ ನುತಿ ಖೇಚ್ಛೇರ ವಾಸ ವೊನ ಚಮಡೇರ ಬೆಲ್ತೇತಿ ಭಾಂದಮಲೆತೇ .|ಮೇವಾ ಅನ ಮಾಂಡ ಕ ಜೋಣ ದೀ ಬಳದೆರ್ ವಾಸ ಬಳಾನ ಭಾಂದೆ .
ಗರಾಶಿಯಾ ಅವರ ಪಾರುಗಾಣಿಕೆ ಬೆಟ್ಟದ ಬುಡಕಟ್ಟು ಜನಾಂಗದವರು .|ಗಾರಾಶಿಯ ಓ ಪಾರುಗಾಣಿಕೆ ಬೆಟ್ಟರ್ ಬುಡಕಟ್ಟು ಜನಾಂಗ್ ವಲಛ್ .|ಗರಾಶಾ ವೂನೂರ್ ಪರಾಣಗಾಣಿಕೆ ವೂನೂರ್ ಆದಿವಾಸಿ ಜನಾಂಗ ಚ .
ಬ್ರಾಡ್ ಹಾಡ್ಜ್ ಐವತ್ತನಾಲ್ಕು ರನ್ ಗಳಿಸಿ ಔಟಾಗದೆ ಉಳಿದರು .|ಬ್ರಾಡ್ ಹೋಡ್ಜ್ ಚಾರ್ ಪರ್ ಪಚಾಸ್ ರನ್ ಕರನ್ ಬನ್ ಔಟ್ ವೇರ್ ರೇಗೊ .|ಬ್ರಿಡ್ ಸಾಪ್ ಪಾಂಚ್ ಚೌವನ್ ರಫಿನ್ ಬಚಾಡೋ .
ಈ ಎರಡು ಅರಣ್ಯವಾಸಿ ಬುಡಕಟ್ಟುಗಳ ನಡುವೆ ತಮ್ಮ ಉಳಿವಿಗಾಗಿ ಹೋರಾಟ ನಡೆಯುತ್ತಿತ್ತು .|ಏ ದೊಯೀ ವನವಾಸಿ ಜಾತಿನುಮ ವೂನೂರ ಅಸ್ತಿತ್ವೇರ ವಾಸ ಲಡಾಯಿ ಚಾಲರಿತಿ .|ಏ ದೊಯೀ ಜಂಗಲೇರ ವಾಸ ವೂನೂರ್ ಬಚಾಡೇ ಅನ ಸಂಘರ್ಷ ಚಾಲರೆತೆ .
ಆರೋಗ್ಯ ಸಂಸ್ಥೆಗಳಿಗೆ ಪ್ರವೇಶಿಸಲಾಗದಿರುವುದು ಅವರ ಕಳಪೆ ಆರೋಗ್ಯ ಸ್ಥಿತಿಗೆ ಕೊಡುಗೆ ನೀಡುವ ಸಮಸ್ಯೆಯಾಗಿದೆ .|ಆರೋಗ್ಯ ಸಂಸ್ಥೆನ ಜಾಯೆನಿ ಜೋಣ ಭೀ ವುನೆರ್ ಮಾಂದ ಆರೋಗ್ಯ ಸ್ಥಿತಿರ ಕಾರಣ ಚ .|ಆರೋಗ್ಯ ಸಂಸ್ಥೆನುನ ಜಾಯೇನ ಮಾಂದ ಜೋಣ ಆರೋಗ್ಯ ಸ್ಥಿತಿರ ಕಾರಣ ಚ .
ಭಾರತೀಯ ಸಂಸ್ಕೃತಿ ಮತ್ತು ಸಂಪ್ರದಾಯದ ಸಂಕೇತವಾದ ಹೋಳಿಯನ್ನು ಭಾರತದಾದ್ಯಂತ ಆಚರಿಸಲಾಗುತ್ತದೆ .|ಭಾರತೇರ ಸಂಸ್ಕೃತಿ ಅನ ಸಂಪ್ರದಾಯರ ಪ್ರತೀಕ ಹೋಳಿನ ಪೂರಾ ಭಾರತೇಮ ಕರಚ .|ಭಾರತೀಯ ಸಂಸ್ಕೃತಿ ಅನ ಸಂಪ್ರದಾಯೆರ ಸಂಪ್ರದಾಯ ಹೋಳಿ ಭಾರತೇನ ಆಚರಣೆ ಕರಚ .
ಬುಡಕಟ್ಟು ಸಮುದಾಯಗಳು ದೇಶದ ಒಟ್ಟು ಜನಸಂಖ್ಯೆಯ ಸುಮಾರು ಎಂಟು ಪ್ರತಿಶತ ರಷ್ಟಿವೆ ಮತ್ತು .|ಬುಡಕಟ್ಟು ಸಮುದಾಯ ದೇಶೇರ ಜನಸಂಖ್ಯೆರ ಆಠ ಪರಸೆಂಟ್ ಚ .|ಬುಡಕಟ್ಟು ಸಮುದಾಯೆವಾಳ್ ವೂನೂರ್ ಜನಸಂಖ್ಯರ ಆಟ್ ಪ್ರತಿಶತ ಚ .
ಆಲ್ಕೊಹಾಲ್ಯುಕ್ತ ಪಾನೀಯಗಳು ಮತ್ತು ಧೂಮಪಾನವನ್ನು ತ್ಯಜಿಸಬೇಕು .|ದಾರು ಅನ ಸಿಗರೇಟ್ ಬಂದ್ ಕರನು .|ದಾರು ಪಿಯೆರೋ ಅಸಫಲತೆ ಅನ ಬಿಡಿ ಪಿಣು .
ದೇವಿಯ ಆರಾಧನೆಗಾಗಿ ಮಾಡಿದ ಚಿಹ್ನೆಗಳು ಅವನ ವೀರತ್ವವನ್ನು ತೋರಿಸುತ್ತವೆ .|ದೇವೀರ ಆರಾಧನೆರ ವಾಸ ಕರಮಲೆ ಜೋಣ ಚಿಹ್ನೆ ನೋ ವೋರ ವೀರತಾ ದರ್ಶಾವಚ .|ದೇವೀರ ಆರಾಧೇರ ವಾಸ ಕರಮಲಮಲ ಜೋಣ ಗುರುತ್ ವೋರ ವೀರತಾ ದಕಾಳಚ .
ಕೆಲಸದಿಂದ ಹಿಂದಿರುಗಿದ ತಕ್ಷಣ, ಅವರು ತಮ್ಮ ಮಕ್ಕಳೊಂದಿಗೆ ಸ್ವಲ್ಪ ಸಮಯದವರೆಗೆ ಸ್ವಲ್ಪ ಆಹಾರವನ್ನು ಸೇವಿಸುತ್ತಾರೆ .|ವೊ ಕಾಮೇತಿ ಆತೆ ಸಾತ್ ವೂನೂರ್ ಛಿಜ್ಯಪರೇರ ಜೋಡಿ ಖಾಣೊ ಖಾವಚ .|ವೊ ಕಾಮೇತಿ ಆತೆ ಸಾತ್ ವೂನೂರ್ ಛಿಜ್ಯಪರೇರ್ ಜೋಡಿ ದಸೆಕ್ ಸಮಯ್ ಖಾವಚ .
ಜನಾಂಗೀಯ ಗುಂಪನ್ನು ರೂಪಿಸುವ ಕುಟುಂಬಗಳು ಧರ್ಮದ ಮೂಲಕ ಸಂಬಂಧ ಹೊಂದಿವೆ .|ಏಕ್ ಜಾತಿರ ಗುಂಪ ಕರೆವಾಳ್ ಪರಿವಾರನೊ ಧರ್ಮೇತಿ ಜೂಡ್ಮಲೆಚ .|ಜನಾಂಗೀಯ ಗುಂಪನ ಕರೆರ್ ಕುಟುಂಬ ಧರ್ಮ್ ಸಂಬಂದ್ ಕರಚ .
ಅಂತಿಮವಾಗಿ ಶಿವನ ಪೂಜೆಯನ್ನು ನೆರವೇರಿಸಿದ ನಂತರ ಅವರಿಗೆ ಸಂತಾನ ಪ್ರಾಪ್ತಿಯಾಯಿತು .|ಅಂತೆಮ ಭಗವಾನ ಶಿವಾ ರ ಪೂಜಾ ಕಿದೆ ಜೇರ ಪಚ ಏಕ ಬೇಟಾ ಮಳೋ .|ಅಂತೆಮ ಶಿವರೇರ ಪೂಜಾ ಕರಚ ಜೇರ ಪಚ ವೂನುನ ಸಂತೇರ ಗುಪ್ತ ವಿ .
ಒಂದು ತಲೆ ಹೊರೆ ಇಂಧನವನ್ನು ಸಂಗ್ರಹಿಸಲು ಇದು ಕೇವಲ ಒಂದು ಅಥವಾ ಎರಡು ಗಂಟೆಗಳನ್ನು ತೆಗೆದುಕೊಳ್ಳುತ್ತದೆ .|ಲಕಡಿರ ಏಕ್ ಹೆಡ್ಲೋಡ್ ಗೋಳಾಕರೇನ ಬರೆ ಏಕ್ ನಿತರ್ ದೀ ತಾಸ್ ಲಾಗಚ .|ಈ ಮಾತೋ ಏಕ್ ತಾಸ್ ಲಕಡಿ ಗೋಳಾಕರೆನ್ ವು ಬರೆ ಏಕ್ ತಾಸ್ ಲಚ .
ತೋಳುಗಳನ್ನು ಇತರ ಅಸಭ್ಯ ವಸ್ತುಗಳಿಂದ ಮಾಡಿದ ಉಂಗುರಗಳಿಂದ ಹೇರಳವಾಗಿ ಮುಚ್ಚಲಾಗುತ್ತದೆ .|ತೋಳ್ ಪಿತಳೆತಿ ಕರಮಲ ಜೆ ಚೂಡಿತಿ ಢಾಕ್ ಮಲಚ .|ತೋಳ್ ದೂಸರ್ ಅಸಭ್ಯ ವಸ್ತುತಿ ಕರಮಲ ಜೆ ಚೂಡಿತಿ ಢಾಕ್ ಮಲಚ .
ಹುಡುಗರು ಈಜುವುದಕ್ಕೆಂದು ಗುಂಪು ಗುಂಪಾಗಿ ಹತ್ತಿರದ ಬಾವಿಗಳಿಗೆ ತೆರಳುತ್ತಾರೆ .|ಗುಂಪ ಗುಂಪೇಮ ಛಿಜ್ಯಪರ್ ಕನ್ನೆರ್ ವಾವಡಿನ ಜಾವಚ .|ಛೋರಾನೋ ಪಾಣಿಮ್ ಪೆರಜೇತಿ ಏಕ್ ಗುಂಪ ಕನ್ನೆರ್ ಬಾವನೇನ ಜಾವಚ .
ಬೆಂಗಳೂರಿನ ಸುದ್ದಿ ಎಲ್ಲರಲ್ಲೂ ಬೆರಗು ಮೂಡಿಸಿದೆ .|ಬೆಂಗಳೂರೇರ್ ಖಬರ್ ಸೇನ ಆಶ್ಚರ್ಯ ಕಿದಿ .|ಬೆಂಗಳೂರೇ ಮಾಯಿನ ಖಬರ್ ಅತ್ರಾಯಿ ವಡಿ ರೇಡಮಲಿಚ .
ಪ್ರಧಾನ ಮಂತ್ರಿಗಳ ಮಗ ಮೋತಿಸಂಗರಾಜ್ ನಗರಕ್ಕೆ ಮಾರುವೇಷದಲ್ಲಿ ಹೋದನು .|ಮಂತ್ರಿರ ಬೇಟಾ ವೇಷ ಬದಲನ ಮೋತಿ ಸಂಗರಾಜೇರ ಗಾಮೇನ ಗೆ .|ಮಂತ್ರಿರ ಬೇಟಾ ಮೋಹಿರಾಜ್ ಗಾಮೇನ ಗೆ .
ರೇವತಿಬಾಯಿಯ ಮಾಟದ ಬಲೆಯಿಂದ ಡೋಲಾ ಹೇಗೆ ತಪ್ಪಿಸಿಕೊಂಡಳು ?|ರೇವತಿಬಾಯಿರ ಜಾದೂರ ಜಾಲೇತಿ ಡೋಲಾ ಕು ನಿಕಳಿ ?|ರೇವತಿಬಾಯಿರ ಮಾಟಕಿ ಕು ತಪ್ಪ್ ಕರಚ ?
ದೇಹವನ್ನು ದಪ್ಪ ಹೊದಿಕೆಯಿಂದ ಮುಚ್ಚುವ ಮೂಲಕ ಶೀತವನ್ನು ಸಹ ಗುಣಪಡಿಸಬಹುದು .|ಶರೀರೇನ ಜಾಡ ಚಾದರೇತಿ ಬುರನ್ ಬಿ ಸಳಕಮ್ ಕಮ್ ವಚ .|ಹೆಣಾನ ಘಪ್ಪ ಮಾಯಿತಿ ಶಿಕಜೋಣ ಕಮ್ ವಚ .
ಆರೋಗ್ಯವು ಅವರ ಶಕ್ತಿ ಮತ್ತು ಉತ್ಪಾದಕ ಕೆಲಸವನ್ನು ಉತ್ಪಾದಿಸುವ ಸಾಮರ್ಥ್ಯದ ಅಳತೆಯಾಗಿದೆ .|ಆರೋಗ್ಯ ವುನೆರ್ ಶಕ್ತಿ ಅನ ಉತ್ಪಾದಕ ಕಾಮ ಕರೆರ ಕ್ಷಮತೆರ ಮಾಪ್ ಚ .|ಆರೋಗ್ಯ ವುನೆರ್ ಶಕ್ತಿ ಅನ ಉತ್ಪಾದಕ ಕರೆರ್ ಸಾಮರ್ಥ್ಯ ಚ .
ಆದಾಗ್ಯೂ, ಕೆಲವು ವೃದ್ಧರು ತಮ್ಮಲ್ಲಿ ಹಿಂದೆ ಸಾಕಷ್ಟು ಅಪರಾಧಗಳು ನಡೆದಿವೆ ಎಂದು ಒಪ್ಪಿಕೊಳ್ಳುತ್ತಾರೆ .|ದಸೆಕ್ ಡಾವ್ ಮಾಣಸ ಲಾರ್ ವೂನುಮ ಘಣ ಅಪರಾಧ ವೇಮಲೇಚ ಕೇನ ಸ್ವೀಕಾರ್ ಕರಚ .|ಅತೋಬಿ ಬುಡ್ ಮಾಣಸ್ ವೂನೂರ್ ಲಾರ್ ಅಪರಾಧ ಚಾಲರಿಚ ಕೇನ ವೊಪ್ಪಚ .
ಆ ಅವಧಿಯೊಳಗೆ ತಮ್ಮ ನಿರ್ಧಾರವನ್ನು ಸಂದೇಶವಾಹಕರ ಮೂಲಕ ತಿಳಿಸುವುದಾಗಿ ಭರವಸೆ ನೀಡಿದರು .|ವು ವುತ್ರಾ ಸಮಯ ಮ ವುನೆರ್ ನಿರ್ಣಯ ಏಕ್ ಮಾಣಸೇನ ಕೇನ್ ಮೇಲಾಚಾ ಕೇನ್ ಭರೋಸಾ ದಿನೋ .|ವೊ ಅವಧಿಮ ವೂನೂರ ನಿರ್ಧಾರ ಕೇನ ಏಕ್ ನಿರ್ಣಯ ದಿನೋ .
ಥಾಮ್ಸನ್ ಪ್ರಕಾರ ಈ ವರ್ಗದ ಕಥೆಗಳು ಸಾಂಪ್ರದಾಯಿಕ ಜಾನಪದ ಸಾಹಿತ್ಯದಲ್ಲಿ ಜನಪ್ರಿಯವಾಗಿಲ್ಲ .|ಥಾಮ್ಸನೇರ ಪ್ರಕಾರ ಏ ವರ್ಗೆರ ಸಾಕಿನೊ ಸಾಂಪ್ರದಾಯಿಕ್ ಜನಪ್ರಿಯ ಸಾಹಿತ್ಯ ಮ ಜನಪ್ರಿಯ ಛೆನಿ .|ಥಾಮ್ಸನೇರ ಪ್ರಕಾರ ಏ ವರ್ಗೆರ ಸಾಕಿನುನ ಸಾಂಪ್ರದಾಯಿಕ ಜಾನಪದ ಸಾಹಿತ್ಯ ಮ ಜನಪ್ರಿಯ ಛೆನಿ .
ವರ್ಷಕ್ಕೊಮ್ಮೆ ಆಕೆಯನ್ನು ಪೂಜಿಸಿದರೆ ಭೂಮಿಯ ಫಲವತ್ತತೆ ಹೆಚ್ಚುತ್ತದೆ ಎಂದು ನಂಬುತ್ತಾರೆ .|ವರ್ಸೆಮ್ ಏಕ್ ವಣಾ ವೊರ್ ಪೂಜಾ ಕಿದೇತೋ ವು ಜಮೀರ್ ಫಲವತ್ತತೆ ಜಾಸ್ತ್ ಕರಚ ಕೇನ ವೊ ನಂಬಚ .|ವರ್ಸೆಮ್ ಏಕ್ ವಣಾ ವೋರ ಪೂಜಾ ಕಿದೆ ಕತೋ ಜಮಿ ಜಾಸ್ತ್ ಫಲತೆ ಮಳಚ ಕೇನ ನಂಬಚ .
ಅವನ ಅದ್ಭುತ ಶಕ್ತಿಯನ್ನು ತಿಳಿದುಕೊಳ್ಳಲು ಅನೇಕ ಜನರು ತಮಾಷೆಗಳನ್ನು ಆಡಲು ಪ್ರಾರಂಭಿಸಿದರು .|ವೋರ ಚಮತ್ಕಾರಿ ಶಕ್ತಿನೋ ಮಾಲಮ್ ಕರೆರ ವಾಸ ಘಣ ಮಾಣಸ್ ಮಜಾಕ್ ಕರೆ ಲಗೇ .|ವು ವೋರ ಅದ್ಭುತ ಶಕ್ತಿ ಮಾಲಮ್ ವೇರ್ ವಾಸ ಕತ್ರಾಕೋ ಮಾಣಸ್ ಮಜಾಕೆನುನ ರಮ್ಮೆರ್ ಚಾಲು ಕಿದೆ .
ಅದೇ ಜೀವ್ ಒಬ್ಬ ವ್ಯಕ್ತಿಯ ಪುನರ್ಜನ್ಮ ಅಥವಾ ಸ್ಥಳಾಂತರಕ್ಕೆ ಕಾರಣವಾಗಿದೆ .|ವು ಜೀವ್ ಏಕ್ ಮಾಣಸೇರ್ ಪುನರ್ಜನ್ಮ ಅನ ಸ್ಥಳಾಂತರೇರ್ ಕಾರಣ್ ಚ .|ವೊಜ ಜೀವನ್ ಏಕ್ ಜಾಗರ್ಮ ನಿಕಾಣಿ ಜಾಗೆನ್ ಕಾರಣ ಛ .
ಅಳುವವರ ಹಣೆಬರಹವನ್ನು ನೋಡುವುದೇ ದಯನೀಯ ದೃಶ್ಯ .|ರೊವುಕರ ಜೇನ ದೇಕೆರೊ ಏಕ ದಯನೀಯ ದೃಶ್ಯ ರಚ .|ರೋಯೆವಾಳೆರ ಪೀಸಾ ಆಯೆರೋ ಜೋಣ ದಯಾನಿರ ದೃಶ್ಯ ಚ .
ನಿಮ್ಮಿಬ್ಬರಿಗೂ ವಾರ್ಷಿಕೋತ್ಸವದ ಶುಭಾಶಯಗಳು .|ತಮೆನ್ ದೊಯೀನ ವಾರ್ಷಿಕೋತ್ಸವರ ಶುಭಾಶಯ .|ತಮೆನ್ ದೊಯೀನ ಹಾರ್ಷಿಕ ಸವಾರೇರ್ ಸಭಾಶಯ .
ಹುಮಾಯೂನನ ಆಸ್ಥಾನದಲ್ಲಿ ಸೇವಕನಿಗೆ ಆಹಾರವನ್ನು ತಿನ್ನುವಂತೆ ಮಾಡಲಾಯಿತು .|ಹುಮಾಯುನೇರ ದರ್ಬಾರೇಮ ಸೇವಕೇನ ಖಾಣೊ ಖರಾತೇತೆ .|ಹುಮಾಯೂನರ ಆಸ್ಥಾನ ಖಾಯೇನ ಖಾಣೊ ಖಾಯೇ .
ಇದು ಸ್ವಾಭಾವಿಕವಾಗಿ ದೇಶದಾದ್ಯಂತ ಕ್ರೋಧವನ್ನು ಉಂಟುಮಾಡಿತು .|ಈ ಸ್ವಾಭಾವಿಕವಾಗಿ ದೆಶೆಮಾಯಿ ಕ್ರೋಧ ಜಾಸ್ತಿ ಕಿದಿಚ .|ಈ ಸ್ವಾಭಾವಿಕ ದೆಶೆಮಾಯಿ ರಿಸೆಮ್ ರೋತೊ .
ಸಂಜೆ ವೇಳೆಯಲ್ಲಿ ಮಹಿಳೆಯರು ತಮ್ಮ ಕುಟುಂಬದವರಿಗಾಗಿ ಹೊಸ ಉಡುಪನ್ನು ಹೊಲಿಯುತ್ತಾರೆ .|ಸಾಂಜ ವಣಾ ಬಾಯಿಗೋಳೇ ಘರೇರ್ ಮಾಣಸೆರ್ ವಾಸ್ ನವ ಸೆಮಾನ್ ಸಿಡಚ .|ಸಾಂಜ ವಣಾ ಬಾಯಿಗೋಳೇ ವೂನೂರ್ ಪರಿವಾರೇನ ವಾಸ ಏಕ್ ನವೋ ಜಿಗಲಾ ಪೇರಚ .
